     Energy       Flux            PL            PC          PL45
4.72000e+02  2.792e+11  9.989440e-01  0.000000e+00  0.000000e+00
4.74000e+02  2.614e+11  9.988795e-01  0.000000e+00  0.000000e+00
4.76000e+02  2.487e+11  9.988290e-01  0.000000e+00  0.000000e+00
4.78000e+02  2.415e+11  9.988005e-01  0.000000e+00  0.000000e+00
4.80000e+02  2.287e+11  9.987385e-01  0.000000e+00  0.000000e+00
4.82000e+02  2.163e+11  9.986697e-01  0.000000e+00  0.000000e+00
4.84000e+02  2.106e+11  9.986370e-01  0.000000e+00  0.000000e+00
4.86000e+02  2.023e+11  9.985836e-01  0.000000e+00  0.000000e+00
4.88000e+02  1.910e+11  9.985003e-01  0.000000e+00  0.000000e+00
4.90000e+02  1.852e+11  9.984535e-01  0.000000e+00  0.000000e+00
4.92000e+02  1.803e+11  9.984105e-01  0.000000e+00  0.000000e+00
4.94000e+02  1.710e+11  9.983215e-01  0.000000e+00  0.000000e+00
4.96000e+02  1.645e+11  9.982527e-01  0.000000e+00  0.000000e+00
4.98000e+02  1.614e+11  9.982153e-01  0.000000e+00  0.000000e+00
5.00000e+02  1.546e+11  9.981314e-01  0.000000e+00  0.000000e+00
5.02000e+02  1.478e+11  9.980383e-01  0.000000e+00  0.000000e+00
5.04000e+02  1.452e+11  9.979958e-01  0.000000e+00  0.000000e+00
5.06000e+02  1.409e+11  9.979254e-01  0.000000e+00  0.000000e+00
5.08000e+02  1.344e+11  9.978139e-01  0.000000e+00  0.000000e+00
5.10000e+02  1.314e+11  9.977531e-01  0.000000e+00  0.000000e+00
5.12000e+02  1.289e+11  9.976979e-01  0.000000e+00  0.000000e+00
5.14000e+02  1.234e+11  9.975805e-01  0.000000e+00  0.000000e+00
5.16000e+02  1.197e+11  9.974909e-01  0.000000e+00  0.000000e+00
5.18000e+02  1.183e+11  9.974441e-01  0.000000e+00  0.000000e+00
5.20000e+02  1.143e+11  9.973354e-01  0.000000e+00  0.000000e+00
5.22000e+02  1.101e+11  9.972148e-01  0.000000e+00  0.000000e+00
5.24000e+02  1.089e+11  9.971620e-01  0.000000e+00  0.000000e+00
5.26000e+02  1.064e+11  9.970725e-01  0.000000e+00  0.000000e+00
5.28000e+02  1.023e+11  9.969296e-01  0.000000e+00  0.000000e+00
5.30000e+02  1.006e+11  9.968534e-01  0.000000e+00  0.000000e+00
5.32000e+02  9.935e+10  9.967851e-01  0.000000e+00  0.000000e+00
5.34000e+02  9.584e+10  9.966364e-01  0.000000e+00  0.000000e+00
5.36000e+02  9.359e+10  9.965240e-01  0.000000e+00  0.000000e+00
5.38000e+02  9.295e+10  9.964673e-01  0.000000e+00  0.000000e+00
5.40000e+02  9.041e+10  9.963315e-01  0.000000e+00  0.000000e+00
5.42000e+02  8.774e+10  9.961812e-01  0.000000e+00  0.000000e+00
5.44000e+02  8.716e+10  9.961174e-01  0.000000e+00  0.000000e+00
5.46000e+02  8.567e+10  9.960077e-01  0.000000e+00  0.000000e+00
5.48000e+02  8.295e+10  9.958311e-01  0.000000e+00  0.000000e+00
5.50000e+02  8.202e+10  9.957386e-01  0.000000e+00  0.000000e+00
5.52000e+02  8.137e+10  9.956563e-01  0.000000e+00  0.000000e+00
5.54000e+02  7.903e+10  9.954747e-01  0.000000e+00  0.000000e+00
5.56000e+02  7.761e+10  9.953385e-01  0.000000e+00  0.000000e+00
5.58000e+02  7.741e+10  9.952712e-01  0.000000e+00  0.000000e+00
5.60000e+02  7.575e+10  9.951075e-01  0.000000e+00  0.000000e+00
5.62000e+02  7.396e+10  9.949267e-01  0.000000e+00  0.000000e+00
5.64000e+02  7.378e+10  9.948511e-01  0.000000e+00  0.000000e+00
5.66000e+02  7.289e+10  9.947205e-01  0.000000e+00  0.000000e+00
5.68000e+02  7.103e+10  9.945101e-01  0.000000e+00  0.000000e+00
5.70000e+02  7.056e+10  9.944008e-01  0.000000e+00  0.000000e+00
5.72000e+02  7.030e+10  9.943040e-01  0.000000e+00  0.000000e+00
5.74000e+02  6.871e+10  9.940899e-01  0.000000e+00  0.000000e+00
5.76000e+02  6.783e+10  9.939302e-01  0.000000e+00  0.000000e+00
5.78000e+02  6.790e+10  9.938515e-01  0.000000e+00  0.000000e+00
5.80000e+02  6.683e+10  9.936605e-01  0.000000e+00  0.000000e+00
5.82000e+02  6.564e+10  9.934506e-01  0.000000e+00  0.000000e+00
5.84000e+02  6.572e+10  9.933627e-01  0.000000e+00  0.000000e+00
5.86000e+02  6.524e+10  9.932115e-01  0.000000e+00  0.000000e+00
5.88000e+02  6.399e+10  9.929699e-01  0.000000e+00  0.000000e+00
5.90000e+02  6.383e+10  9.928441e-01  0.000000e+00  0.000000e+00
5.92000e+02  6.385e+10  9.927325e-01  0.000000e+00  0.000000e+00
5.94000e+02  6.279e+10  9.924891e-01  0.000000e+00  0.000000e+00
5.96000e+02  6.231e+10  9.923078e-01  0.000000e+00  0.000000e+00
5.98000e+02  6.260e+10  9.922171e-01  0.000000e+00  0.000000e+00
6.00000e+02  6.196e+10  9.920017e-01  0.000000e+00  0.000000e+00
6.02000e+02  6.123e+10  9.917668e-01  0.000000e+00  0.000000e+00
6.04000e+02  6.152e+10  9.916663e-01  0.000000e+00  0.000000e+00
6.06000e+02  6.137e+10  9.914966e-01  0.000000e+00  0.000000e+00
6.08000e+02  6.058e+10  9.912295e-01  0.000000e+00  0.000000e+00
6.10000e+02  6.070e+10  9.910887e-01  0.000000e+00  0.000000e+00
6.12000e+02  6.096e+10  9.909629e-01  0.000000e+00  0.000000e+00
6.14000e+02  6.035e+10  9.906968e-01  0.000000e+00  0.000000e+00
6.16000e+02  6.020e+10  9.904981e-01  0.000000e+00  0.000000e+00
6.18000e+02  6.070e+10  9.903953e-01  0.000000e+00  0.000000e+00
6.20000e+02  6.044e+10  9.901614e-01  0.000000e+00  0.000000e+00
6.22000e+02  6.011e+10  9.899087e-01  0.000000e+00  0.000000e+00
6.24000e+02  6.063e+10  9.897963e-01  0.000000e+00  0.000000e+00
6.26000e+02  6.080e+10  9.896121e-01  0.000000e+00  0.000000e+00
6.28000e+02  6.044e+10  9.893293e-01  0.000000e+00  0.000000e+00
6.30000e+02  6.083e+10  9.891767e-01  0.000000e+00  0.000000e+00
6.32000e+02  6.137e+10  9.890390e-01  0.000000e+00  0.000000e+00
6.34000e+02  6.118e+10  9.887605e-01  0.000000e+00  0.000000e+00
6.36000e+02  6.139e+10  9.885516e-01  0.000000e+00  0.000000e+00
6.38000e+02  6.216e+10  9.884382e-01  0.000000e+00  0.000000e+00
6.40000e+02  6.230e+10  9.881952e-01  0.000000e+00  0.000000e+00
6.42000e+02  6.239e+10  9.879359e-01  0.000000e+00  0.000000e+00
6.44000e+02  6.322e+10  9.878145e-01  0.000000e+00  0.000000e+00
6.46000e+02  6.377e+10  9.876230e-01  0.000000e+00  0.000000e+00
6.48000e+02  6.388e+10  9.873383e-01  0.000000e+00  0.000000e+00
6.50000e+02  6.465e+10  9.871801e-01  0.000000e+00  0.000000e+00
6.52000e+02  6.557e+10  9.870358e-01  0.000000e+00  0.000000e+00
6.54000e+02  6.588e+10  9.867596e-01  0.000000e+00  0.000000e+00
6.56000e+02  6.657e+10  9.865515e-01  0.000000e+00  0.000000e+00
6.58000e+02  6.774e+10  9.864324e-01  0.000000e+00  0.000000e+00
6.60000e+02  6.842e+10  9.861938e-01  0.000000e+00  0.000000e+00
6.62000e+02  6.907e+10  9.859436e-01  0.000000e+00  0.000000e+00
6.64000e+02  7.039e+10  9.858199e-01  0.000000e+00  0.000000e+00
6.66000e+02  7.150e+10  9.856328e-01  0.000000e+00  0.000000e+00
6.68000e+02  7.228e+10  9.853652e-01  0.000000e+00  0.000000e+00
6.70000e+02  7.366e+10  9.852125e-01  0.000000e+00  0.000000e+00
6.72000e+02  7.520e+10  9.850718e-01  0.000000e+00  0.000000e+00
6.74000e+02  7.628e+10  9.848179e-01  0.000000e+00  0.000000e+00
6.76000e+02  7.772e+10  9.846271e-01  0.000000e+00  0.000000e+00
6.78000e+02  7.964e+10  9.845130e-01  0.000000e+00  0.000000e+00
6.80000e+02  8.119e+10  9.842984e-01  0.000000e+00  0.000000e+00
6.82000e+02  8.279e+10  9.840787e-01  0.000000e+00  0.000000e+00
6.84000e+02  8.503e+10  9.839667e-01  0.000000e+00  0.000000e+00
6.86000e+02  8.717e+10  9.838026e-01  0.000000e+00  0.000000e+00
6.88000e+02  8.910e+10  9.835773e-01  0.000000e+00  0.000000e+00
6.90000e+02  9.165e+10  9.834491e-01  0.000000e+00  0.000000e+00
6.92000e+02  9.445e+10  9.833309e-01  0.000000e+00  0.000000e+00
6.94000e+02  9.696e+10  9.831270e-01  0.000000e+00  0.000000e+00
6.96000e+02  9.990e+10  9.829785e-01  0.000000e+00  0.000000e+00
6.98000e+02  1.034e+11  9.828911e-01  0.000000e+00  0.000000e+00
7.00000e+02  1.067e+11  9.827296e-01  0.000000e+00  0.000000e+00
7.02000e+02  1.103e+11  9.825718e-01  0.000000e+00  0.000000e+00
7.04000e+02  1.146e+11  9.824982e-01  0.000000e+00  0.000000e+00
7.06000e+02  1.190e+11  9.823887e-01  0.000000e+00  0.000000e+00
7.08000e+02  1.235e+11  9.822426e-01  0.000000e+00  0.000000e+00
7.10000e+02  1.289e+11  9.821733e-01  0.000000e+00  0.000000e+00
7.12000e+02  1.347e+11  9.821143e-01  0.000000e+00  0.000000e+00
7.14000e+02  1.407e+11  9.820032e-01  0.000000e+00  0.000000e+00
7.16000e+02  1.474e+11  9.819407e-01  0.000000e+00  0.000000e+00
7.18000e+02  1.551e+11  9.819252e-01  0.000000e+00  0.000000e+00
7.20000e+02  1.632e+11  9.818685e-01  0.000000e+00  0.000000e+00
7.22000e+02  1.720e+11  9.818278e-01  0.000000e+00  0.000000e+00
7.24000e+02  1.823e+11  9.818518e-01  0.000000e+00  0.000000e+00
7.26000e+02  1.936e+11  9.818639e-01  0.000000e+00  0.000000e+00
7.28000e+02  2.059e+11  9.818724e-01  0.000000e+00  0.000000e+00
7.30000e+02  2.202e+11  9.819479e-01  0.000000e+00  0.000000e+00
7.32000e+02  2.365e+11  9.820499e-01  0.000000e+00  0.000000e+00
7.34000e+02  2.547e+11  9.821550e-01  0.000000e+00  0.000000e+00
7.36000e+02  2.762e+11  9.823356e-01  0.000000e+00  0.000000e+00
7.38000e+02  3.019e+11  9.826038e-01  0.000000e+00  0.000000e+00
7.40000e+02  3.328e+11  9.829438e-01  0.000000e+00  0.000000e+00
7.42000e+02  3.717e+11  9.834355e-01  0.000000e+00  0.000000e+00
7.44000e+02  4.228e+11  9.841471e-01  0.000000e+00  0.000000e+00
7.46000e+02  4.930e+11  9.851113e-01  0.000000e+00  0.000000e+00
7.48000e+02  5.933e+11  9.863674e-01  0.000000e+00  0.000000e+00
7.50000e+02  7.426e+11  9.879024e-01  0.000000e+00  0.000000e+00
7.52000e+02  9.734e+11  9.896239e-01  0.000000e+00  0.000000e+00
7.54000e+02  1.337e+12  9.913585e-01  0.000000e+00  0.000000e+00
7.56000e+02  1.913e+12  9.929359e-01  0.000000e+00  0.000000e+00
7.58000e+02  2.830e+12  9.942171e-01  0.000000e+00  0.000000e+00
7.60000e+02  4.263e+12  9.951421e-01  0.000000e+00  0.000000e+00
7.62000e+02  6.474e+12  9.957406e-01  0.000000e+00  0.000000e+00
7.64000e+02  9.807e+12  9.960522e-01  0.000000e+00  0.000000e+00
7.66000e+02  1.469e+13  9.961354e-01  0.000000e+00  0.000000e+00
7.68000e+02  2.163e+13  9.960369e-01  0.000000e+00  0.000000e+00
7.70000e+02  3.115e+13  9.957749e-01  0.000000e+00  0.000000e+00
7.72000e+02  4.373e+13  9.953661e-01  0.000000e+00  0.000000e+00
7.74000e+02  5.965e+13  9.948184e-01  0.000000e+00  0.000000e+00
7.76000e+02  7.881e+13  9.941144e-01  0.000000e+00  0.000000e+00
7.78000e+02  1.006e+14  9.932292e-01  0.000000e+00  0.000000e+00
7.80000e+02  1.237e+14  9.921231e-01  0.000000e+00  0.000000e+00
7.82000e+02  1.462e+14  9.907218e-01  0.000000e+00  0.000000e+00
7.84000e+02  1.657e+14  9.888917e-01  0.000000e+00  0.000000e+00
7.86000e+02  1.796e+14  9.863673e-01  0.000000e+00  0.000000e+00
7.88000e+02  1.862e+14  9.827589e-01  0.000000e+00  0.000000e+00
7.90000e+02  1.842e+14  9.768100e-01  0.000000e+00  0.000000e+00
7.92000e+02  1.722e+14  9.658649e-01  0.000000e+00  0.000000e+00
7.94000e+02  1.483e+14  9.458620e-01  0.000000e+00  0.000000e+00
7.96000e+02  1.112e+14  9.204388e-01  0.000000e+00  0.000000e+00
7.98000e+02  6.593e+13  9.027016e-01  0.000000e+00  0.000000e+00
8.00000e+02  2.811e+13  8.995213e-01  0.000000e+00  0.000000e+00
8.02000e+02  9.297e+12  9.119191e-01  0.000000e+00  0.000000e+00
8.04000e+02  3.795e+12  9.334668e-01  0.000000e+00  0.000000e+00
8.06000e+02  2.349e+12  9.453615e-01  0.000000e+00  0.000000e+00
8.08000e+02  1.722e+12  9.508228e-01  0.000000e+00  0.000000e+00
8.10000e+02  1.346e+12  9.543459e-01  0.000000e+00  0.000000e+00
8.12000e+02  1.092e+12  9.569354e-01  0.000000e+00  0.000000e+00
8.14000e+02  9.086e+11  9.589462e-01  0.000000e+00  0.000000e+00
8.16000e+02  7.717e+11  9.606001e-01  0.000000e+00  0.000000e+00
8.18000e+02  6.660e+11  9.619935e-01  0.000000e+00  0.000000e+00
8.20000e+02  5.821e+11  9.631651e-01  0.000000e+00  0.000000e+00
8.22000e+02  5.142e+11  9.641963e-01  0.000000e+00  0.000000e+00
8.24000e+02  4.588e+11  9.651344e-01  0.000000e+00  0.000000e+00
8.26000e+02  4.125e+11  9.659573e-01  0.000000e+00  0.000000e+00
8.28000e+02  3.734e+11  9.666949e-01  0.000000e+00  0.000000e+00
8.30000e+02  3.403e+11  9.674033e-01  0.000000e+00  0.000000e+00
8.32000e+02  3.119e+11  9.680544e-01  0.000000e+00  0.000000e+00
8.34000e+02  2.872e+11  9.686338e-01  0.000000e+00  0.000000e+00
8.36000e+02  2.657e+11  9.692031e-01  0.000000e+00  0.000000e+00
8.38000e+02  2.470e+11  9.697582e-01  0.000000e+00  0.000000e+00
8.40000e+02  2.304e+11  9.702504e-01  0.000000e+00  0.000000e+00
8.42000e+02  2.156e+11  9.707254e-01  0.000000e+00  0.000000e+00
8.44000e+02  2.026e+11  9.712164e-01  0.000000e+00  0.000000e+00
8.46000e+02  1.909e+11  9.716626e-01  0.000000e+00  0.000000e+00
8.48000e+02  1.802e+11  9.720730e-01  0.000000e+00  0.000000e+00
8.50000e+02  1.708e+11  9.725110e-01  0.000000e+00  0.000000e+00
8.52000e+02  1.624e+11  9.729328e-01  0.000000e+00  0.000000e+00
8.54000e+02  1.545e+11  9.733032e-01  0.000000e+00  0.000000e+00
8.56000e+02  1.474e+11  9.736924e-01  0.000000e+00  0.000000e+00
8.58000e+02  1.411e+11  9.740964e-01  0.000000e+00  0.000000e+00
8.60000e+02  1.351e+11  9.744475e-01  0.000000e+00  0.000000e+00
8.62000e+02  1.296e+11  9.747934e-01  0.000000e+00  0.000000e+00
8.64000e+02  1.248e+11  9.751759e-01  0.000000e+00  0.000000e+00
8.66000e+02  1.202e+11  9.755218e-01  0.000000e+00  0.000000e+00
8.68000e+02  1.159e+11  9.758347e-01  0.000000e+00  0.000000e+00
8.70000e+02  1.121e+11  9.761879e-01  0.000000e+00  0.000000e+00
8.72000e+02  1.086e+11  9.765335e-01  0.000000e+00  0.000000e+00
8.74000e+02  1.052e+11  9.768276e-01  0.000000e+00  0.000000e+00
8.76000e+02  1.021e+11  9.771461e-01  0.000000e+00  0.000000e+00
8.78000e+02  9.936e+10  9.774872e-01  0.000000e+00  0.000000e+00
8.80000e+02  9.666e+10  9.777760e-01  0.000000e+00  0.000000e+00
8.82000e+02  9.412e+10  9.780608e-01  0.000000e+00  0.000000e+00
8.84000e+02  9.194e+10  9.783873e-01  0.000000e+00  0.000000e+00
8.86000e+02  8.983e+10  9.786795e-01  0.000000e+00  0.000000e+00
8.88000e+02  8.774e+10  9.789385e-01  0.000000e+00  0.000000e+00
8.90000e+02  8.595e+10  9.792397e-01  0.000000e+00  0.000000e+00
8.92000e+02  8.431e+10  9.795360e-01  0.000000e+00  0.000000e+00
8.94000e+02  8.261e+10  9.797814e-01  0.000000e+00  0.000000e+00
8.96000e+02  8.111e+10  9.800510e-01  0.000000e+00  0.000000e+00
8.98000e+02  7.982e+10  9.803444e-01  0.000000e+00  0.000000e+00
9.00000e+02  7.848e+10  9.805879e-01  0.000000e+00  0.000000e+00
9.02000e+02  7.720e+10  9.808268e-01  0.000000e+00  0.000000e+00
9.04000e+02  7.618e+10  9.811064e-01  0.000000e+00  0.000000e+00
9.06000e+02  7.515e+10  9.813543e-01  0.000000e+00  0.000000e+00
9.08000e+02  7.408e+10  9.815704e-01  0.000000e+00  0.000000e+00
9.10000e+02  7.324e+10  9.818258e-01  0.000000e+00  0.000000e+00
9.12000e+02  7.248e+10  9.820774e-01  0.000000e+00  0.000000e+00
